eventid,venueid,catid,dateid,eventname,starttime
5499,87,9,1913,Gavin DeGraw,3/28/08 19:30
5500,21,9,1922,Dandy Warhols,4/6/08 14:00
5501,92,9,1903,Chicago,3/18/08 19:00
5502,15,9,2155,Vanessa Hudgens,11/25/08 14:00
5503,110,9,2105,Amos Lee,10/6/08 15:00
5504,70,9,2187,Patty Griffin,12/27/08 19:30
5505,31,9,2067,Carrie Underwood,8/29/08 14:00
5506,22,9,2168,Yaz,12/8/08 19:00
5507,19,9,1848,Southside Johnny & the Asbury Jukes,1/22/08 15:00
5508,55,9,1829,Ryan Adams,1/3/08 19:30
5509,49,9,2142,Bette Midler,11/12/08 19:30
5510,70,9,2048,Rick Springfield,8/10/08 14:00
5511,15,9,1851,Kid Rock,1/25/08 19:30
5512,97,9,2034,Sheryl Crow,7/27/08 14:00
5513,28,9,2185,Seal,12/25/08 19:30
5514,122,9,1844,Snoop Dogg,1/18/08 19:30
5515,11,9,1830,Foreigner,1/4/08 14:00
5516,57,9,2092,Ani DiFranco,9/23/08 19:30
5517,108,9,1840,Joan Baez,1/14/08 19:30
5518,26,9,1901,Justin Timberlake,3/16/08 14:00
5519,89,9,2034,Bob Dylan,7/27/08 19:30
5520,36,9,1895,Dave Matthews Band,3/10/08 19:00
5521,113,9,2033,George Jones,7/26/08 15:00
5522,88,9,2003,Ryan Adams,6/26/08 19:30
5523,43,9,2016,Jessica Simpson,7/9/08 19:30
5524,55,9,2004,Gretchen Wilson,6/27/08 15:00
5525,93,9,2115,B.B. King,10/16/08 19:00
5526,129,9,2181,Live,12/21/08 15:00
5527,92,9,1857,Suzanne Vega,1/31/08 14:00
5528,9,9,2189,Brad Paisley,12/29/08 19:30
5529,27,9,1847,Celtic Thunder,1/21/08 14:00
5530,89,9,1980,James Taylor,6/3/08 19:00
5531,99,9,2184,Black Kids,12/24/08 15:00
5532,85,9,1853,Cold War Kids,1/27/08 15:00
5533,1,9,2084,Keith Urban,9/15/08 19:00
5534,36,9,2134,Patty Griffin,11/4/08 19:00
5535,88,9,2058,Mark Knopfler,8/20/08 15:00
5536,9,9,2051,The Who,8/13/08 19:00
5537,63,9,1933,John Prine,4/17/08 15:00
5538,32,9,1998,Colbie Caillat,6/21/08 15:00
5539,1,9,2081,Kenny Loggins,9/12/08 14:00
5540,31,9,1830,Styx,1/4/08 15:00
5541,101,9,2172,Rick Braun,12/12/08 19:00
5542,40,9,1891,Isaac Hayes,3/6/08 15:00
5543,9,9,1861,Patty Griffin,2/4/08 14:00
5544,17,9,1869,Joanna Newsom,2/12/08 14:00
5545,62,9,1982,Yaz,6/5/08 14:00
5546,40,9,1829,Third Day,1/3/08 19:00
5547,74,9,1950,Tina Turner,5/1/08 14:00
5548,30,9,2182,Vince Gill,12/22/08 14:00
5549,107,9,2158,Garth Brooks,11/28/08 19:00
5550,85,9,2187,Smashing Pumpkins,12/27/08 15:00
5551,7,9,1847,America,1/21/08 14:00
5552,99,9,2182,Emmylou Harris,12/22/08 19:00
5553,28,9,2191,Anita Baker,12/31/08 14:00
5554,90,9,1874,Kool and The Gang,2/17/08 14:00
5555,88,9,1999,Bo Bice,6/22/08 19:00
5556,55,9,2176,Jonas Brothers,12/16/08 19:00
5557,86,9,1873,Ringo Starr,2/16/08 19:00
5558,59,9,1865,Medeski Martin and Wood,2/8/08 15:00
5559,38,9,2032,Vans Warped Tour,7/25/08 14:00
5560,78,9,1828,George Thorogood and the Destroyers,1/2/08 19:00
5561,82,9,2071,Counting Crows and Maroon 5,9/2/08 19:30
5562,110,9,2037,Robert Cray Band,7/30/08 19:00
5563,24,9,2108,Chris Isaak,10/9/08 19:00
5564,36,9,1890,Ice Cube,3/5/08 15:00
5565,20,9,1945,George Jones,4/29/08 15:00
5566,120,9,2055,Jesse Lacey,8/17/08 19:00
5567,52,9,1844,Rick Springfield,1/18/08 19:00
5568,117,9,2101,Crue Fest,10/2/08 15:00
5569,35,9,2177,Hall and Oates,12/17/08 19:30
5570,63,9,2126,Duran Duran,10/27/08 19:00
5571,125,9,1891,Ted Nugent,3/6/08 19:30
5572,86,9,2152,Bonnie Raitt,11/22/08 19:30
5573,2,9,1866,Bo Bice,2/9/08 19:00
5574,129,9,1890,Bon Jovi,3/5/08 19:30
5575,43,9,2102,Kenny Rogers,10/3/08 15:00
5576,28,9,2175,Johnny Mathis,12/15/08 19:00
5577,114,9,1938,Alejandro Fernandez,4/22/08 14:00
5578,6,9,2186,Keb Mo,12/26/08 19:30
5579,60,9,2122,Motley Crue,10/23/08 19:30
5580,94,9,1861,Dolly Parton,2/4/08 19:30
5581,80,9,2175,James Blunt,12/15/08 19:00
5582,19,9,1843,David Byrne,1/17/08 15:00
5583,34,9,2145,Nashville Star,11/15/08 19:00
5584,11,9,1966,Ray Lamontagne,5/1/08 15:00
5585,9,9,1952,Foo Fighters,5/1/08 19:00
5586,120,9,1903,Dave Koz,3/18/08 19:00
5587,114,9,2128,Backstreet Boys,10/29/08 15:00
5588,81,9,2037,Chromeo,7/30/08 19:30
5589,51,9,2146,Jason Mraz,11/16/08 15:00
5590,105,9,1847,Ice Cube,1/21/08 14:00
5591,18,9,1905,Aretha Franklin,3/20/08 15:00
5592,119,9,2157,Ben Harper,11/27/08 14:00
5593,46,9,1884,Demi Lovato,2/27/08 19:30
5594,120,9,2054,Rolling Stones,8/16/08 14:00
5595,116,9,2012,Rick Springfield,7/5/08 14:00
5596,92,9,1861,Tokyo Police Club,2/4/08 15:00
5597,47,9,2125,Killers,10/26/08 14:00
5598,79,9,1870,Tower of Power,2/13/08 15:00
5599,116,9,2177,Iggy and the Stooges,12/17/08 14:00
5600,113,9,1844,Eagles,1/18/08 19:00
5601,112,9,2005,Goo Goo Dolls,6/28/08 15:00
5602,114,9,1988,Old 97s,6/11/08 19:00
5603,39,9,2104,Bette Midler,10/5/08 15:00
5604,57,9,1983,Tina Turner,6/6/08 14:00
5605,45,9,2090,Dickey Betts and Great Southern,9/21/08 19:00
5606,15,9,1843,Manhattan Transfer,1/17/08 19:00
5607,35,9,1858,Zucchero,2/1/08 14:00
5608,99,9,2090,Duffy,9/21/08 14:00
5609,113,9,2108,Little River Band,10/9/08 19:30
5610,79,9,2152,Hannah Montana,11/22/08 19:00
5611,52,9,1898,Carcass,3/13/08 15:00
5612,66,9,1949,Natasha Bedingfield,5/1/08 19:00
5613,1,9,2165,Monsters of Rock,12/5/08 19:00
5614,87,9,2080,Carrie Underwood,9/11/08 19:00
5615,99,9,1951,G. Love and Special Sauce,5/1/08 19:30
5616,88,9,2044,Coheed and Cambria,8/6/08 19:30
5617,14,9,1967,Ani DiFranco,5/1/08 15:00
5618,19,9,2160,Toad The Wet Sprocket,11/30/08 14:00
5619,1,9,1838,Bow Wow,1/12/08 15:00
5620,67,9,2135,Ice Cube,11/5/08 14:00
5621,53,9,2191,Beck,12/31/08 14:00
5622,129,9,2138,Chris Botti,11/8/08 15:00
5623,127,9,2095,Hot Tuna,9/26/08 19:30
5624,111,9,1874,Serj Tankian,2/17/08 19:00
5625,23,9,2004,Commodores,6/27/08 19:30
5626,14,9,1978,Bow Wow,6/1/08 19:00
5627,13,9,2187,Crosby Stills Nash,12/27/08 19:30
5628,129,9,2102,Chris Botti,10/3/08 19:30
5629,70,9,2040,Lionel Richie,8/2/08 19:30
5630,111,9,2187,Crosby Stills Nash,12/27/08 15:00
5631,102,9,2075,The Raconteurs,9/6/08 15:00
5632,30,9,2029,Bobby Brown,7/22/08 19:30
5633,119,9,2172,Children of Bodom,12/12/08 19:30
5634,65,9,2164,Led Zeppelin,12/4/08 14:00
5635,118,9,2174,Foo Fighters,12/14/08 14:00
5636,22,9,2075,Dixie Chicks,9/6/08 14:00
5637,52,9,2048,B.B. King,8/10/08 14:00
5638,59,9,2177,Paul Weller,12/17/08 19:30
5639,88,9,2069,Frankie Valli,8/31/08 14:00
5640,25,9,2086,Natalie Cole,9/17/08 19:30
5641,5,9,1982,Wynonna,6/5/08 19:00
5642,126,9,1969,Clint Black,5/1/08 15:00
5643,101,9,1992,Trisha Yearwood,6/15/08 19:30
5644,119,9,1846,Hippiefest,1/20/08 19:30
5645,125,9,2065,Vicente Fernandez,8/27/08 15:00
5646,95,9,1841,Jessica Simpson,1/15/08 19:30
5647,73,9,1907,Rod Stewart,3/22/08 19:30
5648,41,9,1852,Gretchen Wilson,1/26/08 14:00
5649,113,9,2173,Carrie Underwood,12/13/08 15:00
5650,9,9,1995,Neil Diamond,6/18/08 15:00
5651,113,9,1933,Good Charlotte,4/17/08 14:00
5652,108,9,2156,Justin Timberlake,11/26/08 19:30
5653,73,9,1846,At The Gates,1/20/08 19:30
5654,122,9,2104,Alejandro Fernandez,10/5/08 19:00
5655,40,9,2095,The Black Keys,9/26/08 19:00
5656,103,9,1920,KT Tunstall,4/4/08 19:30
5657,72,9,1866,Coheed and Cambria,2/9/08 14:00
5658,58,9,1854,George Jones,1/28/08 19:30
5659,48,9,2072,Good Charlotte,9/3/08 15:00
5660,89,9,2034,Ben E. King,7/27/08 14:00
5661,73,9,1879,Bette Midler,2/22/08 19:30
5662,105,9,1884,Decemberists,2/27/08 19:30
5663,106,9,2064,Tailgate 2008,8/26/08 14:00
5664,41,9,1904,Brad Paisley,3/19/08 14:00
5665,44,9,2173,Joe Satriani,12/13/08 19:30
5666,60,9,2147,Ween,11/17/08 19:00
5667,10,9,1960,Eric Clapton,5/1/08 14:00
5668,5,9,1851,DJ Shadow and Cut Chemist,1/25/08 19:00
5669,99,9,1914,Pat Benatar,3/29/08 14:00
5670,84,9,2165,Dolly Parton,12/5/08 19:00
5671,78,9,2069,Fiction Plane,8/31/08 14:00
5672,43,9,1955,Greg Kihn Band,5/1/08 15:00
5673,128,9,1973,Lollapalooza,5/1/08 15:00
5674,14,9,1907,Hannah Montana,3/22/08 14:00
5675,14,9,2000,Hot Chip,6/23/08 14:00
5676,1,9,1869,Celtic Thunder,2/12/08 19:00
5677,130,9,2086,Hippiefest,9/17/08 19:30
5678,119,9,1904,Spoon,3/19/08 19:30
5679,3,9,2002,Boston,6/25/08 14:00
5680,1,9,1929,Yaz,4/13/08 19:30
5681,47,9,1926,Demi Lovato,4/10/08 19:00
5682,31,9,2161,Umphreys McGee,12/1/08 14:00
5683,122,9,2018,Michael Bolton,7/11/08 14:00
5684,99,9,2141,The Swell Season,11/11/08 14:00
5685,13,9,2140,Johnny Mathis,11/10/08 19:30
5686,117,9,1980,American Idols Live,6/3/08 19:00
5687,80,9,1896,Kid Rock,3/11/08 14:00
5688,46,9,1900,Dropkick Murphys,3/15/08 19:00
5689,107,9,2169,Suzanne Vega,12/9/08 19:30
5690,124,9,2163,Michael McDonald,12/3/08 19:00
5691,105,9,1977,El Tri,5/1/08 19:00
5692,31,9,1938,Keb Mo,4/22/08 15:00
5693,58,9,2123,Bonnie Raitt,10/24/08 14:00
5694,111,9,2187,Kiss,12/27/08 15:00
5695,124,9,2070,DJ Shadow and Cut Chemist,9/1/08 15:00
5696,64,9,1863,Cowboy Junkies,2/6/08 19:30
5697,39,9,1857,G. Love and Special Sauce,1/31/08 19:00
5698,75,9,1982,Kenny Chesney,6/5/08 19:00
5699,109,9,2172,REO Speedwagon,12/12/08 19:00
5700,16,9,2052,Iron and Wine,8/14/08 19:30
5701,9,9,1964,Squeeze,5/1/08 19:00
5702,34,9,2096,King Crimson,9/27/08 15:00
5703,68,9,1896,B.B. King,3/11/08 19:00
5704,85,9,2112,Green Day,10/13/08 19:00
5705,6,9,2008,Steve Miller Band,7/1/08 14:00
5706,3,9,1965,Josh Turner,5/1/08 15:00
5707,66,9,1987,Hippiefest,6/10/08 14:00
5708,73,9,2161,Coheed and Cambria,12/1/08 19:30
5709,105,9,1964,Donna Summer,5/1/08 19:00
5710,44,9,2145,Journey,11/15/08 19:00
5711,77,9,2059,The Guess Who,8/21/08 19:00
5712,6,9,2050,Ringo Starr,8/12/08 14:00
5713,2,9,2059,Fab Faux,8/21/08 14:00
5714,31,9,1949,Rush,5/1/08 19:30
5715,93,9,2075,Snoop Dogg,9/6/08 14:00
5716,98,9,2124,Jesse McCartney,10/25/08 19:30
5717,130,9,1971,Zucchero,5/1/08 19:30
5718,87,9,1993,Eva Ayllon,6/16/08 14:00
5719,64,9,1994,Citizen Cope,6/17/08 15:00
5720,103,9,1833,Air Supply,1/7/08 19:30
5721,69,9,1943,Los Temerarios,4/27/08 14:00
5722,7,9,1941,James Blunt,4/25/08 15:00
5723,32,9,1994,70s Soul Jam,6/17/08 14:00
5724,75,9,1854,Merle Haggard,1/28/08 15:00
5725,18,9,2088,Goo Goo Dolls,9/19/08 15:00
5726,46,9,2013,.38 Special,7/6/08 15:00
5727,85,9,2099,The Black Keys,9/30/08 15:00
5728,78,9,2185,America,12/25/08 19:30
5729,30,9,2066,Great Big Sea,8/28/08 15:00
5730,30,9,2188,Bryan Adams,12/28/08 19:30
5731,91,9,2066,Govt Mule,8/28/08 19:30
5732,130,9,1956,Celine Dion,5/1/08 15:00
5733,95,9,2122,Rick Braun,10/23/08 19:00
5734,9,9,1932,Yaz,4/16/08 19:00
5735,117,9,1851,Joe Satriani,1/25/08 19:00
5736,36,9,1963,Cafe Tacuba,5/1/08 19:00
5737,77,9,1828,David Sanborn,1/2/08 19:00
5738,122,9,2008,Country Thunder USA,7/1/08 14:00
5739,41,9,1871,Fab Faux,2/14/08 19:30
5740,51,9,1933,Lollapalooza,4/17/08 15:00
5741,30,9,2024,U2,7/17/08 19:30
5742,62,9,2179,Rick Braun,12/19/08 14:00
5743,37,9,1876,Ray Lamontagne,2/19/08 15:00
5744,29,9,2178,Paul McCartney,12/18/08 15:00
5745,8,9,1935,Bullet for My Valentine,4/19/08 19:30
5746,77,9,1928,Country Thunder USA,4/12/08 19:30
5747,113,9,1870,Frankie Valli,2/13/08 19:00
5748,95,9,1984,Marc Anthony,6/7/08 19:00
5749,65,9,1975,Cowboy Junkies,5/1/08 15:00
5750,57,9,1923,Ween,4/7/08 19:00
5751,68,9,1832,Josh Turner,1/6/08 19:30
5752,76,9,1857,Britney Spears,1/31/08 14:00
5753,28,9,2024,Christina Aguilera,7/17/08 14:00
5754,18,9,1850,Nofx,1/24/08 14:00
5755,52,9,2144,Demi Lovato,11/14/08 19:30
5756,4,9,2053,Irish Tenors,8/15/08 19:00
5757,128,9,1868,Wynonna,2/11/08 19:30
5758,44,9,1835,Nine Inch Nails,1/9/08 15:00
5759,18,9,2174,Tina Turner,12/14/08 15:00
5760,44,9,1955,Avril Lavigne,5/1/08 19:30
5761,63,9,2157,Joanna Newsom,11/27/08 19:00
5762,7,9,1928,Dj Tiesto,4/12/08 19:00
5763,129,9,1829,Missy Higgins,1/3/08 14:00
5764,49,9,2144,Jason Mraz,11/14/08 19:30
5765,7,9,1969,El Tri,5/1/08 14:00
5766,48,9,1910,Green Day,3/25/08 19:00
5767,121,9,1845,Erykah Badu,1/19/08 14:00
5768,64,9,1931,Chicago,4/15/08 19:30
5769,113,9,2118,Bruce Springsteen,10/19/08 19:30
5770,14,9,2126,Fergie,10/27/08 19:30
5771,93,9,2050,Killers,8/12/08 19:00
5772,9,9,2033,Marc Anthony,7/26/08 14:00
5773,36,9,2128,James Taylor,10/29/08 19:00
5774,36,9,1861,Billy Idol,2/4/08 19:00
5775,73,9,1946,Michael McDonald,4/30/08 19:30
5776,89,9,2176,Vince Gill,12/16/08 19:00
5777,16,9,2108,Jason Aldean,10/9/08 19:30
5778,23,9,2141,Michael McDonald,11/11/08 15:00
5779,105,9,1854,Montgomery Gentry,1/28/08 19:00
5780,48,9,2026,Conor Oberst,7/19/08 15:00
5781,111,9,2020,Gretchen Wilson,7/13/08 15:00
5782,54,9,2047,Kenny Wayne Shepherd,8/9/08 14:00
5783,77,9,1914,Sigur Ros,3/29/08 15:00
5784,44,9,1887,My Bloody Valentine,3/2/08 15:00
5785,48,9,2055,Bow Wow,8/17/08 19:00
5786,42,9,1852,Fab Faux,1/26/08 19:00
5787,124,9,1861,Tom Jones,2/4/08 19:30
5788,12,9,1905,Dave Koz,3/20/08 19:30
5789,113,9,1914,KT Tunstall,3/29/08 19:00
5790,116,9,1973,Maze,5/1/08 19:30
5791,43,9,1959,Boz Scaggs,5/1/08 14:00
5792,108,9,2026,John Mellencamp,7/19/08 19:30
5793,74,9,1861,Sugarland,2/4/08 15:00
5794,95,9,2151,Charlie Daniels Band,11/21/08 19:30
5795,111,9,2002,Irish Tenors,6/25/08 14:00
5796,6,9,1903,Gavin DeGraw,3/18/08 19:00
5797,109,9,1985,Ben Harper,6/8/08 19:30
5798,28,9,1863,Buckcherry,2/6/08 14:00
5799,32,9,2045,Counting Crows and Maroon 5,8/7/08 15:00
5800,92,9,1928,Echo & the Bunnymen,4/12/08 15:00
5801,64,9,2033,Ray Lamontagne,7/26/08 19:00
5802,42,9,2069,Carcass,8/31/08 19:00
5803,99,9,2156,Madonna,11/26/08 19:00
5804,41,9,2020,Insane Clown Posse,7/13/08 15:00
5805,50,9,2039,Black Kids,8/1/08 15:00
5806,98,9,2100,Poison,10/1/08 19:00
5807,45,9,1827,Return To Forever,1/1/08 15:00
5808,11,9,1964,Ani DiFranco,5/1/08 15:00
5809,66,9,1938,Echo & the Bunnymen,4/22/08 14:00
5810,19,9,1884,Nashville Star,2/27/08 19:30
5811,5,9,1870,Merle Haggard,2/13/08 19:30
5812,27,9,1887,Suzanne Vega,3/2/08 19:00
5813,128,9,1861,The Kooks,2/4/08 19:30
5814,14,9,1872,Regina Spektor,2/15/08 19:00
5815,90,9,2011,Linda Eder,7/4/08 19:30
5816,82,9,2001,Flogging Molly,6/24/08 15:00
5817,26,9,1862,Travis Tritt,2/5/08 19:30
5818,68,9,2190,Blind Melon,12/30/08 15:00
5819,112,9,2015,B.B. King,7/8/08 19:30
5820,21,9,2017,Aimee Mann,7/10/08 14:00
5821,69,9,2093,Rush,9/24/08 15:00
5822,48,9,1982,Pat Benatar,6/5/08 19:00
5823,66,9,2097,Tokyo Police Club,9/28/08 19:30
5824,98,9,2114,The Jesus and Mary Chain,10/15/08 14:00
5825,22,9,1970,Jerry Jeff Walker,5/1/08 14:00
5826,64,9,2031,Steve Winwood,7/24/08 15:00
5827,56,9,1931,Rodrigo y Gabriela,4/15/08 19:00
5828,49,9,1975,At The Gates,5/1/08 14:00
5829,123,9,1856,Killing Joke,1/30/08 15:00
5830,47,9,2086,Vampire Weekend,9/17/08 19:00
5831,25,9,1958,Dierks Bentley,5/1/08 19:00
5832,65,9,2096,Hot Tuna,9/27/08 19:30
5833,70,9,2067,Live,8/29/08 14:00
5834,44,9,2181,Jason Mraz,12/21/08 15:00
5835,71,9,2170,LeAnn Rimes,12/10/08 19:00
5836,63,9,2137,Suzanne Vega,11/7/08 19:30
5837,116,9,1858,Kool and The Gang,2/1/08 19:00
5838,115,9,1965,Tailgate 2008,5/1/08 14:00
5839,97,9,1842,My Morning Jacket,1/16/08 14:00
5840,46,9,1911,K.D. Lang,3/26/08 19:30
5841,84,9,1844,Bruce Hornsby,1/18/08 19:30
5842,122,9,1993,Nashville Star,6/16/08 15:00
5843,78,9,2001,George Thorogood,6/24/08 15:00
5844,33,9,2065,Wallflowers,8/27/08 19:30
5845,108,9,2139,Coheed and Cambria,11/9/08 19:00
5846,102,9,1922,Lionel Richie,4/6/08 14:00
5847,87,9,1847,El Monstero y Los Masked Avengers,1/21/08 15:00
5848,27,9,2087,Smash Mouth,9/18/08 19:00
5849,89,9,1984,Regina Spektor,6/7/08 14:00
5850,129,9,2138,Merle Haggard,11/8/08 19:00
5851,115,9,2135,Bryan Adams,11/5/08 14:00
5852,126,9,2133,Jill Scott,11/3/08 14:00
5853,117,9,2053,Black Crowes,8/15/08 14:00
5854,69,9,1876,Dierks Bentley,2/19/08 19:00
5855,113,9,1927,Sarah Brightman,4/11/08 15:00
5856,119,9,1831,Lollapalooza,1/5/08 14:00
5857,50,9,2142,Snoop Dogg,11/12/08 15:00
5858,121,9,2059,Zucchero,8/21/08 19:30
5859,49,9,2032,Tom Petty and the Heartbreakers,7/25/08 15:00
5860,57,9,1841,Smash Mouth,1/15/08 14:00
5861,71,9,2030,Gavin DeGraw,7/23/08 15:00
5862,128,9,1997,U2,6/20/08 14:00
5863,48,9,1880,Toby Keith,2/23/08 15:00
5864,111,9,1832,Kenny Wayne Shepherd,1/6/08 15:00
5865,116,9,2052,Santana,8/14/08 14:00
5866,120,9,1841,Rusted Root,1/15/08 15:00
5867,19,9,2147,Mogwai,11/17/08 19:00
5868,104,9,2049,Wallflowers,8/11/08 19:30
5869,20,9,1843,Manhattan Transfer,1/17/08 14:00
5870,15,9,1928,Projekt Revolution,4/12/08 15:00
5871,115,9,2077,Brand New,9/8/08 15:00
5872,4,9,1913,Reba McEntire,3/28/08 19:00
5873,70,9,1835,Natasha Bedingfield,1/9/08 14:00
5874,104,9,2080,Tailgate 2008,9/11/08 19:00
5875,100,9,1984,Hannah Montana,6/7/08 14:00
5876,7,9,1869,Ben Folds,2/12/08 15:00
5877,68,9,2182,Projekt Revolution,12/22/08 19:00
5878,35,9,2035,Pat Benatar,7/28/08 19:00
5879,2,9,2120,Old 97s,10/21/08 15:00
5880,66,9,2000,Wolf Parade,6/23/08 15:00
5881,99,9,2035,Motley Crue,7/28/08 19:30
5882,113,9,2087,Linkin Park,9/18/08 19:00
5883,12,9,1873,Erykah Badu,2/16/08 19:30
5884,76,9,2012,Vince Gill,7/5/08 15:00
5885,47,9,2190,Jesse McCartney,12/30/08 19:30
5886,126,9,1966,Idina Menzel,5/1/08 19:00
5887,15,9,2149,Earth Wind and Fire,11/19/08 19:00
5888,99,9,1852,Calibash,1/26/08 19:30
5889,12,9,1852,Phil Vassar,1/26/08 19:00
5890,104,9,1943,70s Soul Jam,4/27/08 15:00
5891,97,9,2161,Bryan Adams,12/1/08 14:00
5892,100,9,1940,Bamboozle Left,4/24/08 14:00
5893,115,9,2030,Dave Koz,7/23/08 19:30
5894,106,9,1957,Counting Crows and Maroon 5,5/1/08 19:00
5895,19,9,1900,Akon,3/15/08 19:00
5896,60,9,1838,Boston,1/12/08 14:00
5897,80,9,1963,Vampire Weekend,5/1/08 15:00
5898,76,9,1991,Blind Melon,6/14/08 19:30
5899,93,9,2041,The Raconteurs,8/3/08 15:00
5900,80,9,1926,Boz Scaggs,4/10/08 14:00
5901,65,9,1860,Armando Manzanero,2/3/08 19:30
5902,94,9,2088,Cher,9/19/08 15:00
5903,18,9,2074,K.D. Lang,9/5/08 14:00
5904,22,9,1956,Crosby Stills Nash,5/1/08 14:00
5905,77,9,2045,Broken Social Scene,8/7/08 19:30
5906,17,9,1957,Kanye West,5/1/08 14:00
5907,56,9,2139,Dixie Chicks,11/9/08 15:00
5908,28,9,2032,Chromeo,7/25/08 19:00
5909,125,9,2090,American Idols Live,9/21/08 14:00
5910,7,9,2154,Enrique Iglesias,11/24/08 15:00
5911,45,9,2035,Eric Clapton,7/28/08 15:00
5912,122,9,1984,Wynonna,6/7/08 14:00
5913,111,9,1887,Charlie Daniels Band,3/2/08 19:30
5914,26,9,2060,Bobby Brown,8/22/08 15:00
5915,70,9,1958,Voodoo Music Experience,5/1/08 19:00
5916,51,9,2190,Bryan Adams,12/30/08 19:30
5917,104,9,2188,The Police,12/28/08 14:00
5918,65,9,2111,Black Eyed Peas,10/12/08 14:00
5919,69,9,2023,Motorhead,7/16/08 14:00
5920,114,9,2173,George Jones,12/13/08 19:00
5921,48,9,2003,Dickey Betts and Great Southern,6/26/08 19:00
5922,106,9,1931,Black Kids,4/15/08 19:00
5923,77,9,2031,Wynonna,7/24/08 19:30
5924,73,9,1846,Toadies,1/20/08 15:00
5925,129,9,1994,Country Thunder USA,6/17/08 19:00
5926,90,9,1949,Los Lonely Boys,5/1/08 19:30
5927,32,9,2070,Greg Kihn Band,9/1/08 14:00
5928,22,9,1883,Linda Ronstadt,2/26/08 19:00
5929,44,9,2047,Great Big Sea,8/9/08 19:30
5930,96,9,1926,Chaka Khan,4/10/08 19:00
5931,87,9,1878,Joanna Newsom,2/21/08 19:00
5932,8,9,1893,Blues Brothers,3/8/08 19:30
5933,70,9,2021,Steely Dan,7/14/08 19:30
5934,14,9,2065,Kanye West,8/27/08 15:00
5935,86,9,2140,Cypress Hill,11/10/08 15:00
5936,79,9,1835,Neville Brothers,1/9/08 19:30
5937,14,9,1997,Brian Jonestown Massacre,6/20/08 19:30
5938,65,9,1986,Counting Crows and Maroon 5,6/9/08 19:30
5939,102,9,2075,Sweet Honey in the Rock,9/6/08 15:00
5940,81,9,2010,Celine Dion,7/3/08 14:00
5941,62,9,2108,King Crimson,10/9/08 19:30
5942,11,9,2112,Tony Bennett,10/13/08 19:30
5943,39,9,2104,Killing Joke,10/5/08 14:00
5944,11,9,1845,Wilco,1/19/08 19:30
5945,19,9,2063,Rock the Bells,8/25/08 19:00
5946,15,9,1966,The Whigs,5/1/08 15:00
5947,115,9,2115,Bonnie Raitt,10/16/08 19:30
5948,111,9,2021,Serj Tankian,7/14/08 14:00
5949,2,9,1963,Jimmy Buffett,5/1/08 19:30
5950,114,9,2017,LeAnn Rimes,7/10/08 19:30
5951,114,9,1989,Casting Crowns,6/12/08 14:00
5952,113,9,1991,Steven Curtis Chapman,6/14/08 14:00
5953,28,9,1992,Dixie Chicks,6/15/08 19:00
5954,106,9,2013,Ana Gabriel,7/6/08 19:30
5955,25,9,1839,Teena Marie,1/13/08 19:30
5956,64,9,1932,Steely Dan,4/16/08 19:30
5957,124,9,1892,Randy Travis,3/7/08 19:30
5958,81,9,2022,Wynonna,7/15/08 15:00
5959,81,9,1968,Madonna,5/1/08 14:00
5960,39,9,2114,Decemberists,10/15/08 14:00
5961,46,9,2144,New Kids on the Block,11/14/08 19:30
5962,35,9,2019,Eric Clapton,7/12/08 15:00
5963,37,9,1990,Tower of Power,6/13/08 19:00
5964,41,9,1942,Tower of Power,4/26/08 19:30
5965,94,9,2176,Jamboree in the Hills,12/16/08 19:30
5966,48,9,1840,Rick Springfield,1/14/08 19:00
5967,38,9,2028,Vicente Fernandez,7/21/08 15:00
5968,37,9,2021,Kanye West,7/14/08 19:30
5969,34,9,2062,Chaka Khan,8/24/08 19:00
5970,100,9,2079,Dennis DeYoung,9/10/08 14:00
5971,74,9,1917,Counting Crows,4/1/08 19:00
5972,100,9,2007,Sammy Hagar,6/30/08 19:30
5973,96,9,2069,Hermans Hermits,8/31/08 19:00
5974,20,9,2074,Stray Cats,9/5/08 14:00
5975,28,9,1856,Missy Higgins,1/30/08 14:00
5976,119,9,2088,Stray Cats,9/19/08 19:30
5977,15,9,2066,Carrie Underwood,8/28/08 19:00
5978,97,9,2094,Manhattan Transfer,9/25/08 19:30
5979,124,9,1864,David Sanborn,2/7/08 15:00
5980,97,9,1882,Ben E. King,2/25/08 19:00
5981,91,9,1932,ZZ Top,4/16/08 19:30
5982,6,9,2145,Trisha Yearwood,11/15/08 19:30
5983,39,9,2094,Isaac Hayes,9/25/08 14:00
5984,55,9,1906,Snoop Dogg,3/21/08 19:30
5985,81,9,1904,Jessica Simpson,3/19/08 14:00
5986,97,9,1855,Jethro Tull,1/29/08 19:00
5987,29,9,2128,Rock The Bayou,10/29/08 19:00
5988,31,9,1928,Bryan Adams,4/12/08 14:00
5989,55,9,1962,Steve Winwood,5/1/08 14:00
5990,102,9,1842,Black Kids,1/16/08 19:00
5991,74,9,2011,Eddie Money,7/4/08 15:00
5992,114,9,1963,Mariah Carey,5/1/08 19:00
5993,65,9,1995,Taylor Swift,6/18/08 15:00
5994,54,9,1911,Lyle Lovett,3/26/08 15:00
5995,114,9,2111,Lynyrd Skynyrd,10/12/08 14:00
5996,12,9,2007,Rodrigo y Gabriela,6/30/08 15:00
5997,100,9,1897,Eric Clapton,3/12/08 19:30
